,epoch,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro
0,1652780104990,-0.04022216796875,0.02911376953125,0.99163818359375,0.9146341681480408,0.8536585569381714,0.792682945728302
1,1652780105000,-0.04095458984375,0.031005859375,1.0030517578125,0.9146341681480408,0.792682945728302,0.792682945728302
2,1652780105011,-0.0391845703125,0.02789306640625,0.99859619140625,0.9146341681480408,0.8536585569381714,0.792682945728302
3,1652780105019,-0.040283203125,0.02734375,0.9993896484375,0.9146341681480408,0.8536585569381714,0.8536585569381714
4,1652780105030,-0.04119873046875,0.02874755859375,0.99853515625,0.8536585569381714,0.9146341681480408,0.792682945728302
5,1652780105040,-0.03790283203125,0.0284423828125,0.99725341796875,0.792682945728302,0.792682945728302,0.8536585569381714
6,1652780105050,-0.0377197265625,0.025390625,0.9990234375,0.792682945728302,0.792682945728302,0.9146341681480408
7,1652780105060,-0.038330078125,0.02655029296875,0.99981689453125,0.9756097793579102,0.8536585569381714,0.7317073345184326
8,1652780105069,-0.042236328125,0.02703857421875,0.99847412109375,1.0365853309631348,0.8536585569381714,0.7317073345184326
9,1652780105079,-0.041015625,0.02825927734375,0.998779296875,0.792682945728302,0.792682945728302,0.9146341681480408
10,1652780105090,-0.03948974609375,0.02850341796875,1.0018310546875,0.792682945728302,0.8536585569381714,0.8536585569381714
11,1652780105100,-0.03863525390625,0.02984619140625,1.0,1.0365853309631348,0.9146341681480408,0.792682945728302
12,1652780105110,-0.03924560546875,0.028076171875,0.998291015625,0.792682945728302,0.792682945728302,0.9146341681480408
13,1652780105119,-0.03912353515625,0.02886962890625,1.00079345703125,0.792682945728302,0.7317073345184326,0.7317073345184326
14,1652780105129,-0.03704833984375,0.028564453125,1.00103759765625,0.9146341681480408,0.8536585569381714,0.792682945728302
15,1652780105140,-0.03936767578125,0.026611328125,0.99761962890625,0.8536585569381714,0.792682945728302,0.792682945728302
16,1652780105150,-0.039306640625,0.02752685546875,0.998046875,0.9146341681480408,0.8536585569381714,0.8536585569381714
17,1652780105159,-0.0380859375,0.0269775390625,0.9996337890625,0.9146341681480408,0.9146341681480408,0.8536585569381714
18,1652780105169,-0.03863525390625,0.03070068359375,0.99993896484375,0.9146341681480408,0.9146341681480408,0.792682945728302
19,1652780105179,-0.04156494140625,0.0289306640625,0.9976806640625,0.8536585569381714,0.8536585569381714,0.8536585569381714
20,1652780105189,-0.041015625,0.0301513671875,0.99945068359375,0.792682945728302,0.8536585569381714,0.9146341681480408
21,1652780105200,-0.039306640625,0.027587890625,0.99749755859375,0.8536585569381714,0.792682945728302,0.7317073345184326
22,1652780105208,-0.03887939453125,0.02996826171875,0.99908447265625,0.8536585569381714,0.8536585569381714,0.8536585569381714
23,1652780105219,-0.040283203125,0.02862548828125,1.00030517578125,0.8536585569381714,0.792682945728302,0.9146341681480408
24,1652780105229,-0.0396728515625,0.02728271484375,0.99957275390625,0.8536585569381714,0.792682945728302,0.792682945728302
25,1652780105239,-0.0386962890625,0.0279541015625,1.0001220703125,0.9146341681480408,0.8536585569381714,0.792682945728302
